,Unnamed: 0,Regression
0,0,1044.20831323353
1,1,1045.1239865616824
2,2,1046.0396598898342
3,3,1046.9553332179864
4,4,1047.8710065461382
5,5,1048.7866798742903
6,6,1049.7023532024423
7,7,1050.6180265305943
8,8,1051.5336998587466
9,9,1052.4493731868988
10,10,1053.3650465150508
11,11,1054.2807198432029
12,12,1055.1963931713547
13,13,1056.112066499507
14,14,1057.0277398276594
15,15,1057.9434131558114
16,16,1058.8590864839632
17,17,1059.7747598121152
18,18,1060.6904331402673
19,19,1061.6061064684197
20,20,1062.5217797965718
21,21,1063.4374531247236
22,22,1064.3531264528756
23,23,1065.2687997810276
24,24,1066.1844731091796
25,25,1067.1001464373321
26,26,1068.015819765484
27,27,1068.931493093636
28,28,1069.847166421788
29,29,1070.76283974994
30,30,1071.6785130780922
31,31,1072.5941864062443
32,32,1073.5098597343963
33,33,1074.4255330625483
34,34,1075.3412063907003
35,35,1076.2568797188524
36,36,1077.1725530470046
37,37,1078.0882263751566
38,38,1079.0038997033087
39,39,1079.9195730314607
40,40,1080.8352463596127
41,41,1081.750919687765
42,42,1082.666593015917
43,43,1083.582266344069
44,44,1084.497939672221
45,45,1085.4136130003728
46,46,1086.3292863285249
47,47,1087.2449596566773
48,48,1088.1606329848294
49,49,1089.0763063129814
50,50,1089.9919796411334
51,51,1090.9076529692854
52,52,1091.8233262974377
53,53,1092.7389996255897
54,54,1093.6546729537415
55,55,1094.5703462818938
56,56,1095.4860196100458
57,57,1096.401692938198
58,58,1097.3173662663498
59,59,1098.2330395945019
60,60,1099.1487129226539
61,61,1100.064386250806
62,62,1100.9800595789584
63,63,1101.8957329071104
64,64,1102.8114062352624
65,65,1103.7270795634142
66,66,1104.6427528915663
67,67,1105.5584262197183
68,68,1106.4740995478708
69,69,1107.3897728760228
70,70,1108.3054462041748
71,71,1109.2211195323268
72,72,1110.1367928604789
73,73,1111.0524661886313
74,74,1111.9681395167834
75,75,1112.8838128449354
76,76,1113.7994861730874
77,77,1114.7151595012392
78,78,1115.6308328293912
79,79,1116.5465061575437
80,80,1117.4621794856957
81,81,1118.3778528138478
82,82,1119.2935261419996
83,83,1120.2091994701516
84,84,1121.1248727983036
85,85,1122.040546126456
86,86,1122.956219454608
87,87,1123.87189278276
88,88,1124.787566110912
89,89,1125.703239439064
90,90,1126.6189127672162
91,91,1127.5345860953682
92,92,1128.4502594235205
93,93,1129.3659327516725
94,94,1130.2816060798245
95,95,1131.1972794079766
96,96,1132.1129527361286
97,97,1133.0286260642806
98,98,1133.9442993924326
99,99,1134.8599727205847
100,100,1135.7756460487367
101,101,1136.691319376889
102,102,1137.606992705041
103,103,1138.522666033193
104,104,1139.438339361345
105,105,1140.354012689497
106,106,1141.2696860176493
107,107,1142.1853593458013
108,108,1143.1010326739533
109,109,1144.0167060021056
110,110,1144.9323793302576
111,111,1145.8480526584094
112,112,1146.7637259865614
113,113,1147.6793993147135
114,114,1148.5950726428655
115,115,1149.5107459710175
116,116,1150.4264192991698
117,117,1151.342092627322
118,118,1152.257765955474
119,119,1153.1734392836258
120,120,1154.0891126117779
121,121,1155.00478593993
122,122,1155.920459268082
123,123,1156.8361325962344
124,124,1157.7518059243864
125,125,1158.6674792525384
126,126,1159.5831525806905
127,127,1160.4988259088425
128,128,1161.4144992369947
129,129,1162.3301725651468
130,130,1163.2458458932988
131,131,1164.1615192214508
132,132,1165.0771925496028
133,133,1165.9928658777549
134,134,1166.9085392059073
135,135,1167.8242125340594
136,136,1168.7398858622114
137,137,1169.6555591903634
138,138,1170.5712325185154
139,139,1171.4869058466675
140,140,1172.4025791748195
141,141,1173.3182525029715
142,142,1174.2339258311235
143,143,1175.1495991592756
144,144,1176.0652724874278
145,145,1176.9809458155796
146,146,1177.896619143732
147,147,1178.812292471884
148,148,1179.727965800036
149,149,1180.6436391281884
150,150,1181.5593124563402
151,151,1182.4749857844922
152,152,1183.3906591126442
153,153,1184.3063324407965
154,154,1185.2220057689485
155,155,1186.1376790971005
156,156,1187.0533524252526
157,157,1187.9690257534046
158,158,1188.8846990815566
159,159,1189.8003724097086
160,160,1190.7160457378611
161,161,1191.631719066013
162,162,1192.547392394165
163,163,1193.463065722317
164,164,1194.378739050469
165,165,1195.294412378621
166,166,1196.2100857067733
167,167,1197.1257590349253
168,168,1198.0414323630773
169,169,1198.9571056912293
170,170,1199.8727790193816
171,171,1200.7884523475336
172,172,1201.7041256756854
173,173,1202.6197990038374
174,174,1203.5354723319895
175,175,1204.4511456601415
176,176,1205.3668189882935
177,177,1206.282492316446
178,178,1207.198165644598
179,179,1208.11383897275
180,180,1209.0295123009018
181,181,1209.9451856290539
182,182,1210.8608589572066
183,183,1211.7765322853584
184,184,1212.6922056135104
185,185,1213.6078789416624
186,186,1214.5235522698144
187,187,1215.4392255979665
188,188,1216.3548989261187
189,189,1217.2705722542707
190,190,1218.1862455824228
191,191,1219.1019189105748
192,192,1220.017592238727
193,193,1220.933265566879
194,194,1221.8489388950309
195,195,1222.7646122231833
196,196,1223.6802855513354
197,197,1224.5959588794874
198,198,1225.5116322076394
199,199,1226.4273055357914
200,200,1227.3429788639435
201,201,1228.2586521920955
202,202,1229.1743255202475
203,203,1230.0899988483998
204,204,1231.0056721765518
205,205,1231.9213455047036
206,206,1232.8370188328556
207,207,1233.752692161008
208,208,1234.66836548916
209,209,1235.584038817312
210,210,1236.4997121454644
211,211,1237.4153854736162
212,212,1238.3310588017682
213,213,1239.2467321299202
214,214,1240.1624054580725
215,215,1241.0780787862245
216,216,1241.9937521143765
217,217,1242.9094254425286
218,218,1243.8250987706806
219,219,1244.7407720988326
220,220,1245.6564454269846
221,221,1246.5721187551371
222,222,1247.487792083289
223,223,1248.403465411441
224,224,1249.319138739593
225,225,1250.2348120677452
226,226,1251.1504853958972
227,227,1252.0661587240493
228,228,1252.9818320522013
229,229,1253.8975053803533
230,230,1254.8131787085053
231,231,1255.7288520366576
232,232,1256.6445253648096
233,233,1257.5601986929614
234,234,1258.4758720211134
235,235,1259.3915453492655
236,236,1260.307218677418
237,237,1261.22289200557
238,238,1262.138565333722
239,239,1263.054238661874
240,240,1263.969911990026
241,241,1264.8855853181778
242,242,1265.8012586463306
243,243,1266.7169319744826
244,244,1267.6326053026344
245,245,1268.5482786307864
246,246,1269.4639519589384
247,247,1270.3796252870907
248,248,1271.2952986152427
249,249,1272.2109719433947
250,250,1273.1266452715467
251,251,1274.0423185996988
252,252,1274.9579919278508
253,253,1275.873665256003
254,254,1276.789338584155
255,255,1277.7050119123069
256,256,1278.6206852404594
257,257,1279.5363585686114
258,258,1280.4520318967634
259,259,1281.3677052249154
260,260,1282.2833785530675
261,261,1283.1990518812195
262,262,1284.1147252093715
263,263,1285.0303985375235
264,264,1285.9460718656758
265,265,1286.8617451938278
266,266,1287.7774185219796
267,267,1288.693091850132
268,268,1289.608765178284
269,269,1290.524438506436
270,270,1291.4401118345884
271,271,1292.3557851627404
272,272,1293.2714584908922
273,273,1294.1871318190442
274,274,1295.1028051471965
275,275,1296.0184784753485
276,276,1296.9341518035005
277,277,1297.8498251316526
278,278,1298.7654984598046
279,279,1299.6811717879566
280,280,1300.5968451161086
281,281,1301.5125184442606
282,282,1302.4281917724131
283,283,1303.343865100565
284,284,1304.259538428717
285,285,1305.175211756869
286,286,1306.0908850850212
287,287,1307.0065584131733
288,288,1307.9222317413253
289,289,1308.8379050694773
290,290,1309.7535783976296
291,291,1310.6692517257816
292,292,1311.5849250539336
293,293,1312.5005983820856
294,294,1313.4162717102374
295,295,1314.3319450383894
296,296,1315.2476183665422
297,297,1316.163291694694
298,298,1317.078965022846
299,299,1317.994638350998
300,300,1318.91031167915
301,301,1319.8259850073025
302,302,1320.7416583354545
303,303,1321.6573316636066
304,304,1322.5730049917586
305,305,1323.4886783199104
306,306,1324.4043516480624
307,307,1325.3200249762147
308,308,1326.2356983043667
309,309,1327.1513716325187
310,310,1328.0670449606707
311,311,1328.982718288823
312,312,1329.898391616975
313,313,1330.814064945127
314,314,1331.729738273279
315,315,1332.645411601431
316,316,1333.5610849295829
317,317,1334.4767582577354
318,318,1335.3924315858874
319,319,1336.3081049140394
320,320,1337.2237782421914
321,321,1338.1394515703435
322,322,1339.0551248984955
323,323,1339.9707982266475
324,324,1340.8864715547998
325,325,1341.8021448829518
326,326,1342.7178182111038
327,327,1343.6334915392556
328,328,1344.549164867408
329,329,1345.46483819556
330,330,1346.380511523712
331,331,1347.2961848518644
332,332,1348.2118581800162
333,333,1349.1275315081684
334,334,1350.0432048363205
335,335,1350.9588781644725
336,336,1351.8745514926245
337,337,1352.7902248207765
338,338,1353.7058981489286
339,339,1354.6215714770806
340,340,1355.5372448052326
341,341,1356.4529181333846
342,342,1357.3685914615367
343,343,1358.2842647896891
344,344,1359.1999381178412
345,345,1360.1156114459932
346,346,1361.0312847741452
347,347,1361.9469581022972
348,348,1362.8626314304493
349,349,1363.7783047586013
350,350,1364.6939780867533
351,351,1365.6096514149056
352,352,1366.5253247430576
353,353,1367.4409980712096
354,354,1368.3566713993616
355,355,1369.272344727514
356,356,1370.1880180556661
357,357,1371.1036913838182
358,358,1372.01936471197
359,359,1372.935038040122
360,360,1373.850711368274
361,361,1374.7663846964265
362,362,1375.6820580245785
363,363,1376.5977313527303
364,364,1377.5134046808826
365,365,1378.4290780090344
366,366,1379.3447513371866
367,367,1380.2604246653384
368,368,1381.1760979934907
369,369,1382.0917713216427
370,370,1383.0074446497947
371,371,1383.9231179779467
372,372,1384.838791306099
373,373,1385.754464634251
374,374,1386.670137962403
375,375,1387.585811290555
376,376,1388.5014846187073
377,377,1389.417157946859
378,378,1390.3328312750116
379,379,1391.2485046031634
380,380,1392.1641779313156
381,381,1393.0798512594674
382,382,1393.9955245876197
383,383,1394.9111979157715
384,384,1395.8268712439237
385,385,1396.7425445720758
386,386,1397.6582179002276
387,387,1398.57389122838
388,388,1399.489564556532
389,389,1400.405237884684
390,390,1401.320911212836
391,391,1402.236584540988
392,392,1403.1522578691404
393,393,1404.0679311972922
394,394,1404.9836045254447
395,395,1405.8992778535965
396,396,1406.8149511817483
397,397,1407.7306245099005
398,398,1408.6462978380528
399,399,1409.5619711662048
400,400,1410.4776444943566
401,401,1411.3933178225088
402,402,1412.3089911506606
403,403,1413.2246644788129
404,404,1414.1403378069651
405,405,1415.0560111351172
406,406,1415.9716844632694
407,407,1416.8873577914212
408,408,1417.8030311195735
409,409,1418.7187044477255
410,410,1419.6343777758773
411,411,1420.5500511040295
412,412,1421.4657244321813
413,413,1422.3813977603336
414,414,1423.2970710884854
415,415,1424.2127444166376
416,416,1425.12841774479
417,417,1426.044091072942
418,418,1426.9597644010942
419,419,1427.875437729246
420,420,1428.7911110573984
421,421,1429.7067843855502
422,422,1430.6224577137025
423,423,1431.5381310418545
424,424,1432.4538043700063
425,425,1433.3694776981586
426,426,1434.2851510263104
427,427,1435.2008243544626
428,428,1436.1164976826144
429,429,1437.0321710107667
430,430,1437.9478443389187
431,431,1438.863517667071
432,432,1439.7791909952232
433,433,1440.694864323375
434,434,1441.610537651527
435,435,1442.526210979679
436,436,1443.441884307831
437,437,1444.3575576359833
438,438,1445.273230964135
439,439,1446.1889042922876
440,440,1447.1045776204394
441,441,1448.0202509485916
442,442,1448.9359242767434
443,443,1449.8515976048957
444,444,1450.7672709330475
445,445,1451.6829442611997
446,446,1452.5986175893518
447,447,1453.5142909175036
448,448,1454.429964245656
449,449,1455.345637573808
450,450,1456.2613109019599
451,451,1457.176984230112
452,452,1458.0926575582644
453,453,1459.0083308864166
454,454,1459.9240042145684
455,455,1460.8396775427207
456,456,1461.7553508708725
457,457,1462.6710241990243
458,458,1463.5866975271765
459,459,1464.5023708553288
460,460,1465.4180441834808
461,461,1466.3337175116326
462,462,1467.2493908397848
463,463,1468.165064167937
464,464,1469.0807374960891
465,465,1469.9964108242414
466,466,1470.9120841523932
467,467,1471.8277574805454
468,468,1472.7434308086972
469,469,1473.6591041368495
470,470,1474.5747774650015
471,471,1475.4904507931533
472,472,1476.4061241213055
473,473,1477.3217974494573
474,474,1478.2374707776098
475,475,1479.1531441057616
476,476,1480.0688174339139
477,477,1480.9844907620661
478,478,1481.900164090218
479,479,1482.8158374183702
480,480,1483.731510746522
481,481,1484.6471840746744
482,482,1485.5628574028262
483,483,1486.4785307309785
484,484,1487.3942040591305
485,485,1488.3098773872823
486,486,1489.2255507154346
487,487,1490.1412240435864
488,488,1491.0568973717386
489,489,1491.9725706998904
490,490,1492.8882440280427
491,491,1493.8039173561947
492,492,1494.719590684347
493,493,1495.6352640124992
494,494,1496.550937340651
495,495,1497.466610668803
496,496,1498.3822839969553
497,497,1499.297957325107
498,498,1500.2136306532593
499,499,1501.129303981411
500,500,1502.0449773095636
501,501,1502.9606506377154
502,502,1503.8763239658676
503,503,1504.7919972940194
504,504,1505.7076706221717
505,505,1506.6233439503235
506,506,1507.539017278476
507,507,1508.4546906066282
508,508,1509.37036393478
509,509,1510.286037262932
510,510,1511.201710591084
511,511,1512.117383919236
512,512,1513.033057247388
513,513,1513.9487305755404
514,514,1514.8644039036926
515,515,1515.7800772318444
516,516,1516.6957505599967
517,517,1517.6114238881487
518,518,1518.5270972163007
519,519,1519.4427705444527
520,520,1520.3584438726048
521,521,1521.2741172007568
522,522,1522.1897905289086
523,523,1523.1054638570608
524,524,1524.021137185213
525,525,1524.9368105133651
526,526,1525.8524838415174
527,527,1526.7681571696692
528,528,1527.6838304978214
529,529,1528.5995038259734
530,530,1529.5151771541255
531,531,1530.4308504822775
532,532,1531.3465238104293
533,533,1532.2621971385815
534,534,1533.1778704667333
535,535,1534.0935437948858
536,536,1535.0092171230376
537,537,1535.9248904511899
538,538,1536.8405637793421
539,539,1537.756237107494
540,540,1538.6719104356464
541,541,1539.5875837637982
542,542,1540.5032570919504
543,543,1541.4189304201022
544,544,1542.3346037482545
545,545,1543.2502770764065
546,546,1544.1659504045583
547,547,1545.0816237327106
548,548,1545.9972970608624
549,549,1546.9129703890146
550,550,1547.8286437171666
551,551,1548.744317045319
552,552,1549.6599903734711
553,553,1550.575663701623
554,554,1551.4913370297752
555,555,1552.407010357927
556,556,1553.322683686079
557,557,1554.2383570142313
558,558,1555.154030342383
559,559,1556.0697036705353
560,560,1556.9853769986873
561,561,1557.9010503268396
562,562,1558.8167236549914
563,563,1559.7323969831436
564,564,1560.6480703112954
565,565,1561.5637436394477
566,566,1562.4794169675995
567,567,1563.3950902957517
568,568,1564.3107636239042
569,569,1565.226436952056
570,570,1566.142110280208
571,571,1567.0577836083605
572,572,1567.9734569365125
573,573,1568.8891302646646
574,574,1569.8048035928164
575,575,1570.7204769209686
576,576,1571.6361502491204
577,577,1572.5518235772727
578,578,1573.4674969054245
579,579,1574.3831702335767
580,580,1575.2988435617287
581,581,1576.2145168898808
582,582,1577.1301902180332
583,583,1578.045863546185
584,584,1578.9615368743368
585,585,1579.877210202489
586,586,1580.7928835306411
587,587,1581.7085568587934
588,588,1582.6242301869452
589,589,1583.5399035150974
590,590,1584.4555768432494
591,591,1585.3712501714015
592,592,1586.2869234995535
593,593,1587.2025968277053
594,594,1588.1182701558578
595,595,1589.0339434840098
596,596,1589.9496168121618
597,597,1590.8652901403136
598,598,1591.7809634684659
599,599,1592.6966367966181
600,600,1593.61231012477
601,601,1594.5279834529224
602,602,1595.4436567810742
603,603,1596.3593301092264
604,604,1597.2750034373785
605,605,1598.1906767655305
606,606,1599.1063500936825
607,607,1600.0220234218343
608,608,1600.9376967499866
609,609,1601.8533700781384
610,610,1602.7690434062906
611,611,1603.6847167344426
612,612,1604.600390062595
613,613,1605.5160633907471
614,614,1606.4317367188992
615,615,1607.3474100470514
616,616,1608.2630833752032
617,617,1609.178756703355
618,618,1610.0944300315073
619,619,1611.010103359659
620,620,1611.9257766878113
621,621,1612.8414500159631
622,622,1613.7571233441156
623,623,1614.6727966722674
624,624,1615.5884700004196
625,625,1616.5041433285721
626,626,1617.419816656724
627,627,1618.3354899848762
628,628,1619.251163313028
629,629,1620.1668366411802
630,630,1621.082509969332
631,631,1621.998183297484
632,632,1622.913856625636
633,633,1623.8295299537886
634,634,1624.7452032819406
635,635,1625.6608766100924
636,636,1626.5765499382446
637,637,1627.4922232663964
638,638,1628.4078965945487
639,639,1629.3235699227007
640,640,1630.2392432508527
641,641,1631.1549165790047
642,642,1632.0705899071568
643,643,1632.9862632353088
644,644,1633.901936563461
645,645,1634.8176098916128
646,646,1635.733283219765
647,647,1636.6489565479176
648,648,1637.5646298760696
649,649,1638.4803032042214
650,650,1639.3959765323734
651,651,1640.3116498605254
652,652,1641.2273231886775
653,653,1642.1429965168295
654,654,1643.0586698449813
655,655,1643.9743431731338
656,656,1644.8900165012858
657,657,1645.8056898294378
658,658,1646.72136315759
659,659,1647.6370364857419
660,660,1648.5527098138941
661,661,1649.4683831420462
662,662,1650.3840564701984
663,663,1651.2997297983502
664,664,1652.2154031265025
665,665,1653.1310764546542
666,666,1654.0467497828065
667,667,1654.9624231109585
668,668,1655.8780964391108
669,669,1656.7937697672628
670,670,1657.7094430954148
671,671,1658.6251164235669
672,672,1659.5407897517186
673,673,1660.456463079871
674,674,1661.3721364080232
675,675,1662.287809736175
676,676,1663.2034830643274
677,677,1664.1191563924792
678,678,1665.034829720631
679,679,1665.9505030487835
680,680,1666.8661763769355
681,681,1667.7818497050876
682,682,1668.6975230332393
683,683,1669.6131963613916
684,684,1670.5288696895434
685,685,1671.4445430176957
686,686,1672.3602163458474
687,687,1673.275889674
688,688,1674.1915630021522
689,689,1675.107236330304
690,690,1676.0229096584562
691,691,1676.9385829866085
692,692,1677.8542563147605
693,693,1678.7699296429125
694,694,1679.6856029710646
695,695,1680.6012762992166
696,696,1681.5169496273684
697,697,1682.4326229555206
698,698,1683.3482962836729
699,699,1684.2639696118247
700,700,1685.1796429399767
701,701,1686.095316268129
702,702,1687.0109895962812
703,703,1687.926662924433
704,704,1688.8423362525853
705,705,1689.758009580737
706,706,1690.6736829088888
707,707,1691.589356237041
708,708,1692.5050295651931
709,709,1693.4207028933456
710,710,1694.3363762214974
711,711,1695.2520495496494
712,712,1696.1677228778015
713,713,1697.0833962059535
714,714,1697.9990695341055
715,715,1698.9147428622578
716,716,1699.8304161904098
717,717,1700.7460895185618
718,718,1701.6617628467138
719,719,1702.577436174866
720,720,1703.4931095030179
721,721,1704.4087828311701
722,722,1705.3244561593226
723,723,1706.2401294874744
724,724,1707.1558028156264
725,725,1708.0714761437785
726,726,1708.9871494719305
727,727,1709.9028228000825
728,728,1710.8184961282345
729,729,1711.7341694563863
730,730,1712.6498427845386
731,731,1713.5655161126908
732,732,1714.4811894408429
733,733,1715.396862768995
734,734,1716.3125360971471
735,735,1717.2282094252994
736,736,1718.1438827534512
737,737,1719.0595560816034
738,738,1719.9752294097552
739,739,1720.890902737907
740,740,1721.8065760660593
741,741,1722.7222493942115
742,742,1723.6379227223636
743,743,1724.5535960505154
744,744,1725.4692693786676
745,745,1726.38494270682
746,746,1727.3006160349719
747,747,1728.2162893631241
748,748,1729.131962691276
749,749,1730.0476360194282
750,750,1730.96330934758
751,751,1731.878982675732
752,752,1732.7946560038845
753,753,1733.7103293320365
754,754,1734.6260026601885
755,755,1735.5416759883406
756,756,1736.4573493164926
757,757,1737.3730226446444
758,758,1738.2886959727966
759,759,1739.2043693009489
760,760,1740.1200426291007
761,761,1741.0357159572527
762,762,1741.9513892854047
763,763,1742.8670626135572
764,764,1743.782735941709
765,765,1744.6984092698613
766,766,1745.6140825980133
767,767,1746.529755926165
768,768,1747.4454292543173
769,769,1748.3611025824696
770,770,1749.2767759106216
771,771,1750.1924492387734
772,772,1751.1081225669254
773,773,1752.0237958950775
774,774,1752.9394692232295
775,775,1753.8551425513815
776,776,1754.7708158795338
777,777,1755.6864892076858
778,778,1756.602162535838
779,779,1757.5178358639903
780,780,1758.433509192142
781,781,1759.3491825202939
782,782,1760.2648558484461
783,783,1761.1805291765982
784,784,1762.0962025047504
785,785,1763.0118758329024
786,786,1763.9275491610545
787,787,1764.843222489207
788,788,1765.7588958173587
789,789,1766.6745691455108
790,790,1767.5902424736628
791,791,1768.5059158018148
792,792,1769.4215891299668
793,793,1770.3372624581189
794,794,1771.2529357862707
795,795,1772.168609114423
796,796,1773.0842824425754
797,797,1773.9999557707272
798,798,1774.9156290988794
799,799,1775.8313024270315
800,800,1776.7469757551835
801,801,1777.6626490833355
802,802,1778.5783224114875
803,803,1779.4939957396396
804,804,1780.4096690677914
805,805,1781.3253423959436
806,806,1782.241015724096
807,807,1783.1566890522479
808,808,1784.0723623804001
809,809,1784.9880357085522
810,810,1785.9037090367042
811,811,1786.8193823648562
812,812,1787.735055693008
813,813,1788.6507290211605
814,814,1789.5664023493125
815,815,1790.4820756774645
816,816,1791.3977490056166
817,817,1792.3134223337686
818,818,1793.2290956619204
819,819,1794.1447689900726
820,820,1795.0604423182251
821,821,1795.976115646377
822,822,1796.8917889745292
823,823,1797.807462302681
824,824,1798.7231356308332
825,825,1799.638808958985
826,826,1800.554482287137
827,827,1801.470155615289
828,828,1802.385828943441
829,829,1803.3015022715933
830,830,1804.2171755997451
831,831,1805.1328489278976
832,832,1806.0485222560494
833,833,1806.9641955842014
834,834,1807.8798689123535
835,835,1808.7955422405055
836,836,1809.7112155686575
837,837,1810.6268888968093
838,838,1811.5425622249616
839,839,1812.458235553114
840,840,1813.3739088812658
841,841,1814.289582209418
842,842,1815.2052555375706
843,843,1816.1209288657224
844,844,1817.0366021938746
845,845,1817.9522755220264
846,846,1818.8679488501784
847,847,1819.7836221783305
848,848,1820.6992955064825
849,849,1821.6149688346345
850,850,1822.5306421627868
851,851,1823.4463154909388
852,852,1824.3619888190908
853,853,1825.277662147243
854,854,1826.1933354753949
855,855,1827.109008803547
856,856,1828.0246821316991
857,857,1828.9403554598514
858,858,1829.8560287880032
859,859,1830.7717021161554
860,860,1831.6873754443072
861,861,1832.6030487724595
862,862,1833.5187221006115
863,863,1834.434395428764
864,864,1835.3500687569158
865,865,1836.265742085068
866,866,1837.1814154132198
867,867,1838.097088741372
868,868,1839.012762069524
869,869,1839.9284353976761
870,870,1840.844108725828
871,871,1841.7597820539802
872,872,1842.675455382132
873,873,1843.591128710284
874,874,1844.5068020384365
875,875,1845.4224753665885
876,876,1846.3381486947405
877,877,1847.2538220228928
878,878,1848.1694953510446
879,879,1849.0851686791968
880,880,1850.0008420073486
881,881,1850.916515335501
882,882,1851.832188663653
883,883,1852.7478619918052
884,884,1853.663535319957
885,885,1854.5792086481088
886,886,1855.4948819762608
887,887,1856.410555304413
888,888,1857.3262286325653
889,889,1858.241901960717
890,890,1859.1575752888693
891,891,1860.0732486170211
892,892,1860.9889219451734
893,893,1861.9045952733254
894,894,1862.8202686014774
895,895,1863.7359419296295
896,896,1864.651615257782
897,897,1865.5672885859342
898,898,1866.482961914086
899,899,1867.3986352422378
900,900,1868.3143085703898
901,901,1869.2299818985418
902,902,1870.145655226694
903,903,1871.0613285548459
904,904,1871.9770018829984
905,905,1872.8926752111506
906,906,1873.8083485393024
907,907,1874.724021867455
908,908,1875.6396951956067
909,909,1876.555368523759
910,910,1877.4710418519107
911,911,1878.3867151800628
